"Month","Species","Area","Transect","Quadrat","Biomass","Hits","hits_s","hits","species","model"
"May","Stiff goldenrod","NWT","NWT-2",3,15.6,14,0.0119428063939167,14,"Stiff leaf goldenrod","Model 2"
"September","Yellow foxtail","SWT","SWT-1",4,15.6,36,0.902229063113339,36,"Yellow foxtail","Model 2"
"July","Bergamot","SET","SET-2",6,15.8,3,-0.433200321965794,3,"Bergamot","Model 2"
"July","Gray headed coneflower","SET","SET-3",6,15.8,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"September","Gray headed coneflower","NWT","NWT-2",1,15.8,6,-0.311797650594964,6,"Grey headed coneflower","Model 2"
"July","Bergamot","SWT","SWT-1",4,15.9,4,-0.392732764842184,4,"Bergamot","Model 2"
"September","Bergamot","NWT","NWT-2",2,16,4,-0.392732764842184,4,"Bergamot","Model 2"
"September","Bergamot","NWT","NWT-2",3,16,0,-0.554602993336625,0,"Bergamot","Model 2"
"September","Stiff sunflower","SET","SET-2",1,16,0,-0.554602993336625,0,"Stiff sunflower","Model 2"
"May","Gray headed coneflower","WMT","WMT-2",4,16.1,19,0.214280592011967,19,"Grey headed coneflower","Model 2"
"September","Cup plant","WMT","WMT-2",4,16.1,0,-0.554602993336625,0,"Cup plant","Model 2"
"September","Smooth brome","MT","MT-3",5,16.1,12,-0.0689923078533035,12,"Smooth brome","Model 2"
"September","Sweet clover","WMT","WMT-1",6,16.1,3,-0.433200321965794,3,"Sweet clover","Model 2"
"May","Bergamot","NET","NET-1",6,16.2,13,-0.0285247507296934,13,"Bergamot","Model 2"
"May","Stiff goldenrod","WMT","WMT-1",1,16.3,8,-0.230862536347744,8,"Stiff leaf goldenrod","Model 2"
"July","Big bluestem","SWT","SWT-2",4,16.3,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Stiff goldenrod","NET","NET-3",2,16.3,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Indiangrass","WMT","WMT-3",1,16.4,1,-0.514135436213015,1,"Indiangrass","Model 2"
"July","Gray headed coneflower","SWT","SWT-1",6,16.5,7,-0.271330093471354,7,"Grey headed coneflower","Model 2"
"July","Gray headed coneflower","WMT","WMT-2",1,16.5,12,-0.0689923078533035,12,"Grey headed coneflower","Model 2"
"July","Indiangrass","SWT","SWT-3",2,16.5,7,-0.271330093471354,7,"Indiangrass","Model 2"
"September","Gray headed coneflower","SET","SET-3",6,16.5,21,0.295215706259187,21,"Grey headed coneflower","Model 2"
"September","Stiff goldenrod","SET","SET-1",2,16.5,10,-0.149927422100524,10,"Stiff leaf goldenrod","Model 2"
"September","Yellow wood sorrel","SWT","SWT-1",3,16.6,14,0.0119428063939167,14,"Yellow wood sorrel","Model 2"
"May","Sweet clover","NET","NET-1",6,16.7,10,-0.149927422100524,10,"Sweet clover","Model 2"
"July","Compass plant","WMT","WMT-1",5,16.7,0,-0.554602993336625,0,"Compass plant","Model 2"
"July","Big bluestem","SET","SET-2",5,16.9,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Indiangrass","WMT","WMT-2",4,16.9,37,0.942696620236949,37,"Indiangrass","Model 2"
"September","Indiangrass","WMT","WMT-3",3,16.9,0,-0.554602993336625,0,"Indiangrass","Model 2"
"September","Gray headed coneflower","SET","SET-1",5,17,9,-0.190394979224134,9,"Grey headed coneflower","Model 2"
"July","Gray headed coneflower","SWT","SWT-1",5,17.1,27,0.538021049000848,27,"Grey headed coneflower","Model 2"
"September","Bergamot","NET","NET-2",5,17.2,15,0.0524103635175268,15,"Bergamot","Model 2"
"September","Yellow foxtail","SWT","SWT-3",2,17.4,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"July","Bergamot","NWT","NWT-1",3,17.5,33,0.780826391742509,33,"Bergamot","Model 2"
"July","Gray headed coneflower","NWT","NWT-3",2,17.5,13,-0.0285247507296934,13,"Grey headed coneflower","Model 2"
"July","Big bluestem","SET","SET-2",1,17.6,24,0.416618377630018,24,"Big bluestem","Model 2"
"September","Stiff goldenrod","NET","NET-3",5,17.7,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"September","Side oats gramma","SWT","SWT-2",4,17.8,12,-0.0689923078533035,12,"Side oats gramma","Model 2"
"July","Stiff sunflower","WMT","WMT-3",3,17.9,10,-0.149927422100524,10,"Stiff sunflower","Model 2"
"September","Indiangrass","NWT","NWT-2",2,18,18,0.173813034888357,18,"Indiangrass","Model 2"
"September","Yellow wood sorrel","SWT","SWT-1",6,18,7,-0.271330093471354,7,"Yellow wood sorrel","Model 2"
"May","Field bindweed","NET","NET-3",3,18.1,0,-0.554602993336625,0,"Field bindweed","Model 2"
"July","Bergamot","SET","SET-2",2,18.1,8,-0.230862536347744,8,"Bergamot","Model 2"
"September","Yellow foxtail","SWT","SWT-1",6,18.1,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"July","Sweet clover","NET","NET-1",6,18.2,0,-0.554602993336625,0,"Sweet clover","Model 2"
"September","Bergamot","WMT","WMT-2",6,18.2,9,-0.190394979224134,9,"Bergamot","Model 2"
"September","Little bluestem","MT","MT-3",2,18.2,30,0.659423720371678,30,"Little bluestem","Model 2"
"July","Bergamot","WMT","WMT-2",3,18.3,3,-0.433200321965794,3,"Bergamot","Model 2"
"July","Indiangrass","NET","NET-1",5,18.3,6,-0.311797650594964,6,"Indiangrass","Model 2"
"July","Little bluestem","SWT","SWT-2",4,18.4,44,1.22596952010222,44,"Little bluestem","Model 2"
"September","Stiff sunflower","NWT","NWT-3",1,18.4,6,-0.311797650594964,6,"Stiff sunflower","Model 2"
"May","Gray headed coneflower","WMT","WMT-2",5,18.6,23,0.376150820506408,23,"Grey headed coneflower","Model 2"
"September","Kentucky bluegrass","MT","MT-1",6,18.6,0,-0.554602993336625,0,"Kentucky bluegrass","Model 2"
"September","Sweet clover","NET","NET-2",3,18.6,0,-0.554602993336625,0,"Sweet clover","Model 2"
"July","Indiangrass","NWT","NWT-3",6,18.9,7,-0.271330093471354,7,"Indiangrass","Model 2"
"July","Stiff goldenrod","WMT","WMT-2",3,18.9,5,-0.352265207718574,5,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","SET","SET-1",3,18.9,21,0.295215706259187,21,"Bergamot","Model 2"
"September","Little bluestem","SET","SET-3",4,18.9,51,1.50924241996749,51,"Little bluestem","Model 2"
"September","Stiff goldenrod","NWT","NWT-3",3,18.9,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"July","Canada wildrye","NET","NET-3",3,19,2,-0.473667879089405,2,"Canada wildrye","Model 2"
"May","Stiff goldenrod","WMT","WMT-3",4,19.3,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Black eyed Susan","SET","SET-2",3,19.3,0,-0.554602993336625,0,"Black eyed Susan","Model 2"
"September","Gray headed coneflower","SWT","SWT-3",6,19.3,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"July","Canada thistle","NET","NET-1",2,19.4,0,-0.554602993336625,0,"Canada thistle","Model 2"
"July","Canada wildrye","WMT","WMT-3",4,19.4,6,-0.311797650594964,6,"Canada wildrye","Model 2"
"September","Gray headed coneflower","NET","NET-1",5,19.4,29,0.618956163248068,29,"Grey headed coneflower","Model 2"
"September","Switchgrass","NWT","NWT-2",6,19.5,32,0.740358834618899,32,"Switchgrass","Model 2"
"May","Smooth brome","WMT","WMT-1",3,19.6,1,-0.514135436213015,1,"Smooth brome","Model 2"
"July","Bergamot","NWT","NWT-2",6,19.7,10,-0.149927422100524,10,"Bergamot","Model 2"
"July","Side oats gramma","SET","SET-2",6,19.8,28,0.578488606124458,28,"Side oats gramma","Model 2"
"September","Gray headed coneflower","SET","SET-1",3,19.9,9,-0.190394979224134,9,"Grey headed coneflower","Model 2"
"September","Bergamot","NWT","NWT-2",6,20,14,0.0119428063939167,14,"Bergamot","Model 2"
"July","Indiangrass","WMT","WMT-2",6,20.1,0,-0.554602993336625,0,"Indiangrass","Model 2"
"May","Little bluestem","NWT","NWT-1",6,20.2,1,-0.514135436213015,1,"Little bluestem","Model 2"
"September","Stiff sunflower","MT","MT-3",2,20.2,0,-0.554602993336625,0,"Stiff sunflower","Model 2"
"May","Sweet clover","WMT","WMT-2",5,20.3,22,0.335683263382798,22,"Sweet clover","Model 2"
"July","Bergamot","SWT","SWT-2",6,20.4,22,0.335683263382798,22,"Bergamot","Model 2"
"July","Black eyed Susan","SET","SET-1",4,20.6,8,-0.230862536347744,8,"Black eyed Susan","Model 2"
"July","Indiangrass","NWT","NWT-1",5,20.6,18,0.173813034888357,18,"Indiangrass","Model 2"
"July","Side oats gramma","MT","MT-2",1,20.6,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"September","Little bluestem","SWT","SWT-3",5,20.6,9,-0.190394979224134,9,"Little bluestem","Model 2"
"May","Bergamot","NET","NET-3",4,20.7,5,-0.352265207718574,5,"Bergamot","Model 2"
"July","Big bluestem","MT","MT-3",5,20.8,11,-0.109459864976914,11,"Big bluestem","Model 2"
"July","Side oats gramma","WMT","WMT-1",4,21,5,-0.352265207718574,5,"Side oats gramma","Model 2"
"May","Sweet clover","NET","NET-2",3,21.2,20,0.254748149135577,20,"Sweet clover","Model 2"
"September","Little bluestem","WMT","WMT-3",3,21.2,14,0.0119428063939167,14,"Little bluestem","Model 2"
"May","Bergamot","NET","NET-1",4,21.3,32,0.740358834618899,32,"Bergamot","Model 2"
"July","Little bluestem","SET","SET-3",3,21.4,25,0.457085934753628,25,"Little bluestem","Model 2"
"September","Ironweed","NET","NET-1",3,21.4,1,-0.514135436213015,1,"Ironweed","Model 2"
"September","Sweet clover","SWT","SWT-1",6,21.4,30,0.659423720371678,30,"Sweet clover","Model 2"
"July","Musk thistle","NET","NET-1",1,21.5,5,-0.352265207718574,5,"Musk thistle","Model 2"
"July","Stiff goldenrod","SET","SET-3",6,21.5,7,-0.271330093471354,7,"Stiff leaf goldenrod","Model 2"
"September","Gray headed coneflower","SET","SET-1",2,21.5,18,0.173813034888357,18,"Grey headed coneflower","Model 2"
"September","Yellow foxtail","SWT","SWT-1",2,21.5,43,1.18550196297861,43,"Yellow foxtail","Model 2"
"May","Sweet clover","MT","MT-3",5,21.7,0,-0.554602993336625,0,"Sweet clover","Model 2"
"September","Side oats gramma","SET","SET-3",6,21.7,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Gray headed coneflower","SWT","SWT-2",2,22.1,12,-0.0689923078533035,12,"Grey headed coneflower","Model 2"
"September","Gray headed coneflower","WMT","WMT-2",3,22.2,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"July","Big bluestem","SWT","SWT-1",3,22.4,3,-0.433200321965794,3,"Big bluestem","Model 2"
"September","Big bluestem","SWT","SWT-3",1,22.4,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Cup plant","SWT","SWT-3",3,22.5,0,-0.554602993336625,0,"Cup plant","Model 2"
"May","Stiff goldenrod","NET","NET-1",6,22.6,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Little bluestem","SET","SET-3",3,22.6,11,-0.109459864976914,11,"Little bluestem","Model 2"
"May","Stiff goldenrod","NWT","NWT-2",6,22.7,11,-0.109459864976914,11,"Stiff leaf goldenrod","Model 2"
"July","New England aster","NET","NET-2",1,22.8,13,-0.0285247507296934,13,"New England aster","Model 2"
"September","Canada thistle","NET","NET-2",5,22.8,0,-0.554602993336625,0,"Canada thistle","Model 2"
"September","Cup plant","SET","SET-3",6,22.8,9,-0.190394979224134,9,"Cup plant","Model 2"
"May","Sweet clover","MT","MT-1",3,23.2,28,0.578488606124458,28,"Sweet clover","Model 2"
"July","Bergamot","WMT","WMT-3",3,23.2,14,0.0119428063939167,14,"Bergamot","Model 2"
"September","Sweet clover","SWT","SWT-3",1,23.2,34,0.821293948866119,34,"Sweet clover","Model 2"
"September","Indiangrass","NET","NET-1",6,23.3,23,0.376150820506408,23,"Indiangrass","Model 2"
"September","Little bluestem","WMT","WMT-3",6,23.4,6,-0.311797650594964,6,"Little bluestem","Model 2"
"September","Big bluestem","NET","NET-1",1,23.5,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Sweet clover","MT","MT-3",6,23.6,15,0.0524103635175268,15,"Sweet clover","Model 2"
"May","Smooth brome","MT","MT-3",6,23.7,20,0.254748149135577,20,"Smooth brome","Model 2"
"May","Stiff goldenrod","NWT","NWT-2",5,23.8,13,-0.0285247507296934,13,"Stiff leaf goldenrod","Model 2"
"May","Sweet clover","NET","NET-3",4,23.9,72,2.3590611195633,72,"Sweet clover","Model 2"
"July","Indiangrass","NWT","NWT-1",2,23.9,13,-0.0285247507296934,13,"Indiangrass","Model 2"
"July","Stiff goldenrod","NWT","NWT-1",4,23.9,3,-0.433200321965794,3,"Stiff leaf goldenrod","Model 2"
"September","Yellow wood sorrel","SWT","SWT-1",2,23.9,45,1.26643707722583,45,"Yellow wood sorrel","Model 2"
"September","Bergamot","NWT","NWT-3",3,24,10,-0.149927422100524,10,"Bergamot","Model 2"
"May","Sweet clover","NET","NET-3",3,24.1,27,0.538021049000848,27,"Sweet clover","Model 2"
"July","Cup plant","WMT","WMT-1",5,24.1,8,-0.230862536347744,8,"Cup plant","Model 2"
"July","Little bluestem","MT","MT-3",6,24.1,31,0.699891277495288,31,"Little bluestem","Model 2"
"July","Sweet clover","MT","MT-3",3,24.1,5,-0.352265207718574,5,"Sweet clover","Model 2"
"September","Kentucky bluegrass","MT","MT-3",1,24.1,20,0.254748149135577,20,"Kentucky bluegrass","Model 2"
"September","Little bluestem","SET","SET-3",6,24.1,10,-0.149927422100524,10,"Little bluestem","Model 2"
"September","Missouri goldenrodf","NET","NET-2",1,24.1,12,-0.0689923078533035,12,"Missouri goldenrodf","Model 2"
"September","Big bluestem","SWT","SWT-2",2,24.2,8,-0.230862536347744,8,"Big bluestem","Model 2"
"May","Bergamot","NWT","NWT-3",4,24.3,17,0.133345477764747,17,"Bergamot","Model 2"
"September","Indiangrass","WMT","WMT-1",4,24.3,4,-0.392732764842184,4,"Indiangrass","Model 2"
"July","Bergamot","SWT","SWT-1",6,24.4,23,0.376150820506408,23,"Bergamot","Model 2"
"September","Big bluestem","NET","NET-2",1,24.4,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Bergamot","SET","SET-1",4,24.5,20,0.254748149135577,20,"Bergamot","Model 2"
"July","Field bindweed","MT","MT-3",2,24.5,9,-0.190394979224134,9,"Field bindweed","Model 2"
"September","Indiangrass","NET","NET-2",2,24.5,0,-0.554602993336625,0,"Indiangrass","Model 2"
"May","Smooth brome","NWT","NWT-1",6,24.6,24,0.416618377630018,24,"Smooth brome","Model 2"
"May","Sweet clover","WMT","WMT-2",4,24.6,20,0.254748149135577,20,"Sweet clover","Model 2"
"July","Indiangrass","SET","SET-3",5,24.6,2,-0.473667879089405,2,"Indiangrass","Model 2"
"July","Little bluestem","SET","SET-1",4,24.6,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Little bluestem","NET","NET-1",4,24.6,0,-0.554602993336625,0,"Little bluestem","Model 2"
"May","Stiff goldenrod","NWT","NWT-3",6,24.8,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
"July","Cup plant","SET","SET-2",2,24.8,5,-0.352265207718574,5,"Cup plant","Model 2"
"May","Bergamot","NET","NET-3",2,25.1,40,1.06409929160778,40,"Bergamot","Model 2"
"July","Gray headed coneflower","NET","NET-3",4,25.1,11,-0.109459864976914,11,"Grey headed coneflower","Model 2"
"July","Indiangrass","NET","NET-1",4,25.1,9,-0.190394979224134,9,"Indiangrass","Model 2"
"September","Cup plant","NET","NET-2",5,25.1,0,-0.554602993336625,0,"Cup plant","Model 2"
"July","Bergamot","SET","SET-1",1,25.2,47,1.34737219147305,47,"Bergamot","Model 2"
"July","Big bluestem","SWT","SWT-1",5,25.2,2,-0.473667879089405,2,"Big bluestem","Model 2"
"September","Stiff goldenrod","NET","NET-2",1,25.2,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"July","Bergamot","SET","SET-3",6,25.3,27,0.538021049000848,27,"Bergamot","Model 2"
"May","Stiff goldenrod","NWT","NWT-3",1,25.4,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
"May","Sweet clover","WMT","WMT-2",3,25.4,22,0.335683263382798,22,"Sweet clover","Model 2"
"July","Big bluestem","NET","NET-2",4,25.4,1,-0.514135436213015,1,"Big bluestem","Model 2"
"July","Stiff goldenrod","NET","NET-3",6,25.4,12,-0.0689923078533035,12,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","SET","SET-1",1,25.5,3,-0.433200321965794,3,"Bergamot","Model 2"
"July","Little bluestem","SET","SET-2",2,25.8,30,0.659423720371678,30,"Little bluestem","Model 2"
"September","Big bluestem","SET","SET-1",2,25.8,5,-0.352265207718574,5,"Big bluestem","Model 2"
"September","Little bluestem","NET","NET-2",3,25.8,1,-0.514135436213015,1,"Little bluestem","Model 2"
"September","Big bluestem","SET","SET-2",2,26,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Sweet clover","WMT","WMT-3",3,26.1,12,-0.0689923078533035,12,"Sweet clover","Model 2"
"September","Little bluestem","SWT","SWT-2",5,26.1,34,0.821293948866119,34,"Little bluestem","Model 2"
"September","Sweet clover","WMT","WMT-1",4,26.1,44,1.22596952010222,44,"Sweet clover","Model 2"
"July","Hedge bindweed","SWT","SWT-3",1,26.2,8,-0.230862536347744,8,"Hedge bindweed","Model 2"
"September","Bergamot","SET","SET-3",4,26.3,8,-0.230862536347744,8,"Bergamot","Model 2"
"September","Indiangrass","NWT","NWT-1",6,26.3,10,-0.149927422100524,10,"Indiangrass","Model 2"
"July","Side oats gramma","SET","SET-3",5,26.4,8,-0.230862536347744,8,"Side oats gramma","Model 2"
"July","Side oats gramma","SWT","SWT-1",4,26.4,14,0.0119428063939167,14,"Side oats gramma","Model 2"
"July","Big bluestem","SWT","SWT-2",5,26.5,5,-0.352265207718574,5,"Big bluestem","Model 2"
"July","Indiangrass","NET","NET-1",1,26.5,3,-0.433200321965794,3,"Indiangrass","Model 2"
"July","Little bluestem","SET","SET-2",3,26.5,31,0.699891277495288,31,"Little bluestem","Model 2"
"July","Big bluestem","SWT","SWT-1",2,26.6,7,-0.271330093471354,7,"Big bluestem","Model 2"
"May","Sweet clover","WMT","WMT-3",2,26.8,16,0.0928779206411369,16,"Sweet clover","Model 2"
"July","Hedge bindweed","MT","MT-2",4,26.8,18,0.173813034888357,18,"Hedge bindweed","Model 2"
"September","Cup plant","WMT","WMT-1",2,26.8,9,-0.190394979224134,9,"Cup plant","Model 2"
"September","Side oats gramma","SET","SET-2",2,26.8,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Cup plant","SET","SET-3",5,26.9,10,-0.149927422100524,10,"Cup plant","Model 2"
"September","Side oats gramma","WMT","WMT-2",1,26.9,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Side oats gramma","MT","MT-3",2,27.1,30,0.659423720371678,30,"Side oats gramma","Model 2"
"July","Side oats gramma","SWT","SWT-1",6,27.5,24,0.416618377630018,24,"Side oats gramma","Model 2"
"July","Little bluestem","MT","MT-3",5,27.6,51,1.50924241996749,51,"Little bluestem","Model 2"
"September","Little bluestem","SET","SET-3",1,27.7,42,1.145034405855,42,"Little bluestem","Model 2"
"September","Side oats gramma","SET","SET-3",1,27.7,5,-0.352265207718574,5,"Side oats gramma","Model 2"
"July","Smooth brome","MT","MT-3",4,27.8,7,-0.271330093471354,7,"Smooth brome","Model 2"
"September","Yellow wood sorrel","SWT","SWT-3",3,27.8,10,-0.149927422100524,10,"Yellow wood sorrel","Model 2"
"September","Indiangrass","WMT","WMT-3",6,27.9,2,-0.473667879089405,2,"Indiangrass","Model 2"
"September","Yellow wood sorrel","SWT","SWT-3",4,27.9,10,-0.149927422100524,10,"Yellow wood sorrel","Model 2"
"July","Side oats gramma","SWT","SWT-2",2,28,9,-0.190394979224134,9,"Side oats gramma","Model 2"
"September","Little bluestem","NWT","NWT-2",1,28.2,10,-0.149927422100524,10,"Little bluestem","Model 2"
"July","Indiangrass","WMT","WMT-2",3,28.4,7,-0.271330093471354,7,"Indiangrass","Model 2"
"July","Indiangrass","MT","MT-3",6,28.5,21,0.295215706259187,21,"Indiangrass","Model 2"
"July","Indiangrass","SET","SET-3",4,28.6,19,0.214280592011967,19,"Indiangrass","Model 2"
"September","Bergamot","WMT","WMT-1",5,28.6,6,-0.311797650594964,6,"Bergamot","Model 2"
"September","Indiangrass","NWT","NWT-2",1,28.6,17,0.133345477764747,17,"Indiangrass","Model 2"
"July","Gray headed coneflower","WMT","WMT-2",6,28.7,23,0.376150820506408,23,"Grey headed coneflower","Model 2"
"September","Sweet clover","MT","MT-3",2,28.7,11,-0.109459864976914,11,"Sweet clover","Model 2"
"July","Sweet clover","NWT","NWT-2",2,28.8,12,-0.0689923078533035,12,"Sweet clover","Model 2"
"July","Canada thistle","SWT","SWT-3",6,28.9,16,0.0928779206411369,16,"Canada thistle","Model 2"
"July","Little bluestem","NET","NET-1",1,29.1,18,0.173813034888357,18,"Little bluestem","Model 2"
"September","Little bluestem","MT","MT-3",4,29.2,32,0.740358834618899,32,"Little bluestem","Model 2"
"September","Side oats gramma","SET","SET-3",3,29.3,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"September","Gray headed coneflower","WMT","WMT-2",4,29.6,9,-0.190394979224134,9,"Grey headed coneflower","Model 2"
"July","Big bluestem","SWT","SWT-1",4,29.7,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Gray headed coneflower","SWT","SWT-2",5,29.7,6,-0.311797650594964,6,"Grey headed coneflower","Model 2"
"July","Side oats gramma","MT","MT-3",6,29.9,18,0.173813034888357,18,"Side oats gramma","Model 2"
"July","Bergamot","SWT","SWT-2",4,30.1,13,-0.0285247507296934,13,"Bergamot","Model 2"
"July","Side oats gramma","WMT","WMT-2",4,30.1,3,-0.433200321965794,3,"Side oats gramma","Model 2"
"May","Smooth brome","NWT","NWT-1",4,30.2,24,0.416618377630018,24,"Smooth brome","Model 2"
"July","Canada wildrye","NWT","NWT-3",5,30.3,2,-0.473667879089405,2,"Canada wildrye","Model 2"
"September","Canada wildrye","NET","NET-2",2,30.3,12,-0.0689923078533035,12,"Canada wildrye","Model 2"
"September","Smooth brome","MT","MT-1",5,30.3,29,0.618956163248068,29,"Smooth brome","Model 2"
"September","Stiff goldenrod","NET","NET-1",2,30.3,14,0.0119428063939167,14,"Stiff leaf goldenrod","Model 2"
"July","Cup plant","NET","NET-3",3,30.5,3,-0.433200321965794,3,"Cup plant","Model 2"
"May","Bergamot","NET","NET-3",3,30.6,25,0.457085934753628,25,"Bergamot","Model 2"
"July","Little bluestem","SET","SET-1",5,30.6,53,1.59017753421471,53,"Little bluestem","Model 2"
"September","Bergamot","NET","NET-2",4,30.6,37,0.942696620236949,37,"Bergamot","Model 2"
"July","Smooth brome","MT","MT-1",3,30.7,34,0.821293948866119,34,"Smooth brome","Model 2"
"September","Bergamot","NET","NET-2",3,30.7,10,-0.149927422100524,10,"Bergamot","Model 2"
"September","Canada wildrye","MT","MT-3",4,30.8,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"May","Smooth brome","MT","MT-3",3,30.9,25,0.457085934753628,25,"Smooth brome","Model 2"
"July","Bergamot","SET","SET-1",2,30.9,14,0.0119428063939167,14,"Bergamot","Model 2"
"September","Side oats gramma","SWT","SWT-2",2,31.2,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Sweet clover","MT","MT-3",4,31.7,0,-0.554602993336625,0,"Sweet clover","Model 2"
"September","Common milkweed","SET","SET-1",2,31.7,2,-0.473667879089405,2,"Common milkweed","Model 2"
"July","Smooth brome","NET","NET-1",6,31.8,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Smooth brome","SET","SET-3",1,32,60,1.87345043407998,60,"Smooth brome","Model 2"
"July","Side oats gramma","SET","SET-2",2,32.1,8,-0.230862536347744,8,"Side oats gramma","Model 2"
"September","Bergamot","WMT","WMT-2",2,32.1,13,-0.0285247507296934,13,"Bergamot","Model 2"
"July","Indiangrass","NET","NET-1",2,32.2,1,-0.514135436213015,1,"Indiangrass","Model 2"
"July","Little bluestem","NWT","NWT-3",5,32.2,35,0.861761505989729,35,"Little bluestem","Model 2"
"July","Smooth brome","SWT","SWT-2",2,32.3,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Canada wildrye","SET","SET-3",4,32.5,3,-0.433200321965794,3,"Canada wildrye","Model 2"
"September","Little bluestem","WMT","WMT-2",4,32.5,3,-0.433200321965794,3,"Little bluestem","Model 2"
"July","Big bluestem","WMT","WMT-1",6,32.6,38,0.983164177360559,38,"Big bluestem","Model 2"
"July","Compass plant","NET","NET-2",1,32.6,2,-0.473667879089405,2,"Compass plant","Model 2"
"September","Yellow foxtail","SWT","SWT-3",1,32.6,5,-0.352265207718574,5,"Yellow foxtail","Model 2"
"July","Bergamot","NET","NET-1",3,32.8,9,-0.190394979224134,9,"Bergamot","Model 2"
"September","Side oats gramma","NET","NET-3",4,32.8,26,0.497553491877238,26,"Side oats gramma","Model 2"
"September","Sweet clover","WMT","WMT-1",3,32.8,55,1.67111264846193,55,"Sweet clover","Model 2"
"September","Sweet clover","MT","MT-3",5,33,13,-0.0285247507296934,13,"Sweet clover","Model 2"
"July","Big bluestem","SWT","SWT-1",1,33.2,10,-0.149927422100524,10,"Big bluestem","Model 2"
"September","New England aster","NET","NET-2",1,33.2,0,-0.554602993336625,0,"New England aster","Model 2"
"May","Sweet clover","WMT","WMT-3",1,33.3,22,0.335683263382798,22,"Sweet clover","Model 2"
"July","Indiangrass","SWT","SWT-2",5,33.3,49,1.42830730572027,49,"Indiangrass","Model 2"
"September","Sweet clover","MT","MT-3",4,33.3,11,-0.109459864976914,11,"Sweet clover","Model 2"
"September","Little bluestem","SWT","SWT-2",2,33.4,2,-0.473667879089405,2,"Little bluestem","Model 2"
"July","Indiangrass","WMT","WMT-2",1,33.5,16,0.0928779206411369,16,"Indiangrass","Model 2"
"September","Indiangrass","SET","SET-3",5,33.5,18,0.173813034888357,18,"Indiangrass","Model 2"
"July","Cup plant","SET","SET-1",3,33.6,16,0.0928779206411369,16,"Cup plant","Model 2"
"September","Gray headed coneflower","NET","NET-1",6,33.6,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"July","Indiangrass","NWT","NWT-1",1,33.7,15,0.0524103635175268,15,"Indiangrass","Model 2"
"July","Indiangrass","WMT","WMT-1",5,33.7,11,-0.109459864976914,11,"Indiangrass","Model 2"
"September","Little bluestem","SWT","SWT-3",6,33.9,3,-0.433200321965794,3,"Little bluestem","Model 2"
"July","Big bluestem","SET","SET-1",6,34.1,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Bergamot","WMT","WMT-1",4,34.1,21,0.295215706259187,21,"Bergamot","Model 2"
"September","Indiangrass","WMT","WMT-1",6,34.1,3,-0.433200321965794,3,"Indiangrass","Model 2"
"May","Sweet clover","MT","MT-3",6,34.2,24,0.416618377630018,24,"Sweet clover","Model 2"
"September","Yellow foxtail","SWT","SWT-3",3,34.2,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"July","Bergamot","NWT","NWT-1",5,34.6,28,0.578488606124458,28,"Bergamot","Model 2"
"July","Canada wildrye","NET","NET-2",2,34.6,11,-0.109459864976914,11,"Canada wildrye","Model 2"
"July","Little bluestem","SET","SET-3",2,34.8,40,1.06409929160778,40,"Little bluestem","Model 2"
"July","Side oats gramma","SWT","SWT-2",5,34.9,3,-0.433200321965794,3,"Side oats gramma","Model 2"
"July","Stiff goldenrod","SET","SET-1",5,34.9,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
